商品ID,卖家ID,订单ID,客户ID,订单状态,下单时间,订单审核时间,发货时间,客户收货时间,预计送达时间,客户唯一ID,客户邮编前缀,客户城市,客户州,评论ID,评分,评论标题,评论内容,评论创建日期,评论回复时间,支付顺序号,支付类型,分期数,支付金额,订单项ID,商品价格,运费,卖家邮编前缀,卖家城市,卖家州,商品类别,商品名长度,商品描述长度,商品图片数量,商品重量(g),商品长度(cm),商品高度(cm),商品宽度(cm)
787a7fee45732e04f90ace8fda0ed076,537eb890efff034a88679788b647c564,49410e2fb311cf8b70baeea98a3cdbf1,973d4d86f73cebd0e362b5e7b1ff21b6,delivered,2018-08-01 22:05:00,2018-08-01 22:23:53,2018-08-03 15:03:00,2018-08-13 12:03:00,2018-08-29 00:00:00,5e8da91e476f88a5793468512a8c4ea0,67030,ananindeua,PA,f4af1cd9b0fe60dd1b3bad9096506108,5,amei,perfeitinho,2018-08-14 00:00:00,2018-08-14 22:04:13,1.0,credit_card,4.0,47.32,1,19.9,27.42,20270,rio de janeiro,RJ,papelaria,45.0,300.0,4.0,100.0,16.0,6.0,11.0
788cfeffa94621a51f76df9232c26b3a,8bd0f31cf0a614c658f6763bd02dea69,326a3f53e1327657d03e8ed95ffe5578,1eb99a314855cb67eeb7e425572eeff1,delivered,2018-08-16 20:32:00,2018-08-17 20:31:02,2018-08-20 11:45:00,2018-08-23 18:48:00,2018-09-06 00:00:00,3f2e59fe4ce9eefe4e12a262079ce810,30720,belo horizonte,MG,1a8cdc13ae2e9e631595617f4a91b3a3,5,Muito bom,"Produto entregue antes da data prevista, tdo perfeito. ",2018-08-24 00:00:00,2018-08-24 23:46:39,1.0,credit_card,3.0,216.48,1,179.99,36.49,1222,sao paulo,SP,moveis_decoracao,32.0,423.0,1.0,9900.0,37.0,32.0,50.0
78976d6eae26536628ef574944bc7b0f,ca3bd7cd9f149df75950150d010fe4a2,9450a19a745c16784964ea86003dc665,0b4b8bc586fb783756c6319409b476c9,delivered,2018-08-06 17:47:00,2018-08-08 03:10:29,2018-08-08 20:08:00,2018-08-09 14:27:00,2018-08-09 00:00:00,bf88edbdba72bfdb8613522c5ea7b323,4612,sao paulo,SP,c6b7b101ce4a1d79d2fcd8031d63b292,5,Super Recomendo,Produto entregue antes do prazo combinado,2018-08-10 00:00:00,2018-09-11 18:00:00,1.0,boleto,1.0,487.5,1,425.92,61.58,4361,sao paulo,SP,utilidades_domesticas,39.0,228.0,1.0,24800.0,34.0,96.0,34.0
78cee0468912540c91a02760c91481fd,6edacfd9f9074789dad6d62ba7950b9c,dda2dbc7b1340a2c9f8743feb8cbc432,a07e4cfe748353daf4ae34b4b3c609b4,delivered,2018-08-01 14:01:00,2018-08-01 14:10:17,2018-08-02 13:49:00,2018-08-08 14:28:00,2018-08-06 00:00:00,6827f82c5b6f65f31946549e05636b5d,7252,guarulhos,SP,5cbd5933dfc41663ab21360f7b436177,1,Não entregue,Não entregou o pedido até hoje.,2018-08-08 00:00:00,2018-08-08 04:36:02,1.0,credit_card,2.0,76.12,1,66.9,9.22,7135,guarulhos,SP,utilidades_domesticas,31.0,238.0,3.0,550.0,18.0,15.0,15.0
78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,20a0f3d89273ba4b9525ba497e2821e8,6bc2db722431353a176d8d00146e55d0,delivered,2018-08-08 22:55:00,2018-08-08 23:05:09,2018-08-09 09:19:00,2018-08-14 17:41:00,2018-08-20 00:00:00,46df7382c666159526532d5ffe8138b3,13402,piracicaba,SP,811a4673cc44a9367e56aaa7a236155a,4,10,"Obrigada amei 
Chego antes d prazo 
",2018-08-15 00:00:00,2018-08-16 00:49:42,1.0,credit_card,3.0,126.9,1,99.9,27.0,80330,curitiba,PR,moveis_decoracao,57.0,272.0,1.0,2500.0,40.0,10.0,30.0
78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,4f16d07441ebb275f11b0c403433a20b,7ca21490a9d1f75bb84871b6e57177cb,delivered,2018-08-01 13:02:00,2018-08-01 13:40:18,2018-08-01 16:00:00,2018-08-06 15:08:00,2018-08-14 00:00:00,00b9746bf8ac2964942d8b969f015196,30190,belo horizonte,MG,b17ffaf551027bafe85b7fe25ad2efa6,5,Lindos,"Os quadros são lindos, vieram muito bem embalados e chegaram super rápido. ",2018-08-07 00:00:00,2018-08-10 15:13:41,1.0,credit_card,5.0,94.36,1,70.0,24.36,80330,curitiba,PR,moveis_decoracao,57.0,272.0,1.0,2500.0,40.0,10.0,30.0
78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,40dea8151a4bad08c633c2a80251b8cb,80f3395a6ea10e0c83ba9ee52ca25086,delivered,2018-08-23 08:59:00,2018-08-23 17:45:16,2018-08-24 09:21:00,2018-08-30 23:51:00,2018-09-06 00:00:00,bc884d5ee8a1916d0cdb6814b1e3540e,14051,ribeirao preto,SP,2198fc69fc933e751f2157e8982aed01,5,Super recomendo,"Entrega foi efetuada antes do prazo, a meu pedido. Adorei, pois eu tinha viagem marcada e queria levar o presenter. Deu certo.",2018-08-31 00:00:00,2018-09-05 22:13:36,1.0,debit_card,1.0,126.9,1,99.9,27.0,80330,curitiba,PR,moveis_decoracao,57.0,272.0,1.0,2500.0,40.0,10.0,30.0
78f29023586e374cdc3773ce0af6bd2c,960945e1a9535cbc0cd6ddd35fbe7ae8,6782b1071318ad334c2a648586098947,47aa605e32d7c5f1b6c37de4a646f20a,delivered,2018-08-15 23:29:00,2018-08-17 22:10:21,2018-08-20 14:56:00,2018-08-21 19:22:00,2018-08-22 00:00:00,adcd4db76139274c3d9e3d84f550c1e6,3355,sao paulo,SP,cd741a5666f8f77bae105f6d49b03529,5,produto muito bacana ,muito prático para apartamento e visual elegante.,2018-08-22 00:00:00,2018-08-23 12:26:20,1.0,credit_card,14.0,143.21,1,130.0,13.21,8290,sao paulo,SP,construcao_ferramentas_construcao,46.0,1148.0,1.0,2100.0,16.0,29.0,36.0
78f29023586e374cdc3773ce0af6bd2c,960945e1a9535cbc0cd6ddd35fbe7ae8,7f1dd57d5e14f6ee8a3946e2f58b5396,aac168607cd6ec6ca4faa538b9b6a65b,delivered,2018-08-18 19:17:00,2018-08-18 19:30:10,2018-08-20 14:54:00,2018-08-21 19:22:00,2018-08-27 00:00:00,95ca9eeae4093e02a84160dc6f6dc510,1154,sao paulo,SP,3e1936d3395c005c59d77d513d695a5a,5,Recomendo.,"Entrega no prazo, o produto correto, bem embalado e em bom estado.",2018-08-22 00:00:00,2018-08-24 01:06:06,1.0,credit_card,1.0,143.21,1,130.0,13.21,8290,sao paulo,SP,construcao_ferramentas_construcao,46.0,1148.0,1.0,2100.0,16.0,29.0,36.0
7931c305032ec48bb0ed7bd63539aeec,b586cd24c010a13916af621b0325fbba,79e339edd187057a60d7cbe59df7526f,6746ee7b44577373241b9a9d933cbea6,delivered,2018-08-14 19:59:00,2018-08-15 19:50:24,2018-08-16 14:08:00,2018-08-23 01:27:00,2018-08-24 00:00:00,173ad75d7ffd8702409e735638343ff7,85930,nova santa rosa,PR,74efeafd742b79afcacc5be32d942d75,5,Otimo,Rapidez na entrega produto de qualidade parabéns ,2018-08-23 00:00:00,2018-08-23 20:50:06,1.0,credit_card,5.0,181.95,1,139.99,41.96,89164,rio do sul,SC,construcao_ferramentas_construcao,60.0,721.0,4.0,5200.0,49.0,13.0,39.0
7935ddc510afb7d08989660b382b7f26,3d871de0142ce09b7081e2b9d1733cb1,c6d7cba27932e1d0cc2d052db5a2dce6,6f78bc73edfd91d21466c92cf0a43b00,delivered,2018-08-20 13:37:00,2018-08-20 16:01:30,2018-08-21 13:15:00,2018-08-23 18:54:00,2018-09-04 00:00:00,e3cb66927f3de4437c849c5798499edd,12042,taubate,SP,58fb35fa5841be454ce7d3b96914e39c,5,Muito bom!!!,Entrega super rápida e produto conforme a descrição.,2018-08-24 00:00:00,2018-08-25 18:28:19,1.0,debit_card,1.0,100.19,1,79.0,21.19,13232,campo limpo paulista,SP,papelaria,59.0,246.0,3.0,7700.0,60.0,20.0,29.0
79366d6a24de9351b7ca6e3cf75a68ec,cc3d14116804f7209f3884f6367f1152,2b86248935bc0815bedf6857267be978,cc099984022170d3d95fbdaf568e7637,delivered,2018-08-21 16:40:00,2018-08-21 17:08:45,2018-08-22 15:15:00,2018-08-27 11:37:00,2018-08-31 00:00:00,388d4116976d6a8a99dd31e6b027ec16,83260,matinhos,PR,b4da8eacb0495dc6f4b705e3c1826dfc,5,Perfeito,Recebi o produto antes do prazo. Excelente mercadoria,2018-08-28 00:00:00,2018-08-29 02:31:11,1.0,credit_card,10.0,209.42,1,193.0,16.42,82940,curitiba,PR,eletroportateis,44.0,2558.0,1.0,1100.0,34.0,11.0,25.0
79b43b8b16a6d58932c558b2aae57033,b67d6c666e8dce1d078c882825e12704,a373ffc34c4613f5136ec29b5af247e4,a9c5aae74c11eee456dac27069df9201,delivered,2018-08-08 16:42:00,2018-08-09 03:55:14,2018-08-10 15:58:00,2018-08-16 20:28:00,2018-08-20 00:00:00,ecadf5653ace14f8ed73e00d54d1e685,13575,sao carlos,SP,335865225cf88af9e7c03e0c9a22b99d,5,Rapidez e seriedade,"Já comprei vários produtos, rapidez, seriedade e qualidade.
Vou continuar comprando.",2018-08-17 00:00:00,2018-08-17 23:40:36,1.0,boleto,1.0,27.29,1,14.5,12.79,3641,sao paulo,SP,esporte_lazer,55.0,703.0,3.0,411.0,22.0,15.0,20.0
7a054d17dc450583ed639068a9298afd,1025f0e2d44d7041d6cf58b6550e0bfa,caca64f71d73695719939294fa88c791,b4805fe9c617cfaa509d98d2c365495c,delivered,2018-08-23 21:25:00,2018-08-23 21:44:16,2018-08-29 14:45:00,2018-08-30 22:21:00,2018-08-31 00:00:00,e2ad8bcf2251723975d35fb6d5588e29,3160,sao paulo,SP,e7bd07314d745e4b5ae3114e11c21983,3,Entregue x anunciado,"Produto de boa qualidade e atendeu minhas expectativas. Minha insatisfação esta relacionada a questão do cabo, que no anunciado diz 3 metros e recebi 1 metro. Terei assumir um custo adicional.",2018-08-31 00:00:00,2018-09-02 18:08:57,1.0,credit_card,1.0,371.42,1,326.0,45.42,3204,sao paulo,SP,construcao_ferramentas_iluminacao,58.0,341.0,1.0,5250.0,50.0,50.0,50.0
7a49adf051c1e6fc5b639a98d17756f0,a8739afb32aaa45e01815ca76f76f54b,7a36ddcacbdd80a7dd8771aa4c6e465e,e988b94fc82408ecac8299c744959c58,delivered,2018-08-06 06:42:00,2018-08-06 06:50:13,2018-08-07 07:38:00,2018-08-16 19:25:00,2018-08-27 00:00:00,d01e20bfb741f8a5a4c2c8582617c580,29718,angelo frechiani,ES,10011987b18fa1428307d08ea0e2426e,5,Recomendo a todos!! ,Ótimo produto.,2018-08-17 00:00:00,2018-08-19 23:49:05,1.0,debit_card,1.0,43.6,1,25.32,18.28,9850,sao bernardo do campo,SP,eletronicos,46.0,233.0,1.0,175.0,21.0,15.0,20.0
7aa09531577c4f30eaf1f6cbe61f6536,4d6d651bd7684af3fffabd5f08d12e5a,4bccceeea58d5e2e65e3bf9b7bfb1f49,7976fcdfd283f91c4823592a96853e0d,delivered,2018-08-18 15:18:00,2018-08-18 15:29:57,2018-08-23 13:04:00,2018-08-28 14:21:00,2018-09-17 00:00:00,78d79858662c99b94b69547d9f80e061,86975,mandaguari,PR,e0f3878ad5470db081c56d80db14b379,5,Ótimo.,Recomendo.,2018-08-29 00:00:00,2018-08-29 23:34:26,1.0,debit_card,1.0,166.16,1,129.9,36.26,17209,jau,SP,esporte_lazer,56.0,1249.0,1.0,4350.0,20.0,20.0,20.0
7ae27ce0834f80f4e3779fd06ca9ce83,44ed138eca6214d572ce1d813fb0049b,25362fbf6aac4b01a28dee1e076acc26,ab35d7de3a6afe9a048803c7cb0ea90c,delivered,2018-08-08 00:43:00,2018-08-08 01:05:13,2018-08-13 15:38:00,2018-08-16 17:58:00,2018-08-20 00:00:00,fa904c16440667583086bfe6c10a9533,82020,curitiba,PR,109b5ce2dd11bb8460eff3b86da6fefc,5,Ótimo Produto! ,Recomendo o vendedor... ,2018-08-17 00:00:00,2018-08-17 21:47:08,1.0,credit_card,3.0,112.74,1,39.9,16.47,92010,canoas,RS,beleza_saude,37.0,1096.0,1.0,1050.0,17.0,14.0,16.0
7ae50b74ad986c344d970b0d8337d9de,389e45560e33d2d0747f949dcddbc08e,b07244447d6e71d93891e79c556a7fc0,28504732e766e313c5e693c4859dfdd4,delivered,2018-08-16 21:58:00,2018-08-16 22:10:12,2018-08-17 14:31:00,2018-08-20 20:45:00,2018-08-27 00:00:00,c5616e00dba62f1ef398855938c1cc98,12212,sao jose dos campos,SP,9bef87b04ee04cec68f23c1844f7ce03,5,Mega satisfeito!!,"Entrega muuuuito antes do prazo!! 
Produto muito bom, bom acabamento e encaixe perfeito!! ",2018-08-21 00:00:00,2018-08-22 01:06:15,1.0,credit_card,3.0,47.43,1,39.0,8.43,12238,sao jose dos campos,SP,automotivo,48.0,1159.0,1.0,440.0,19.0,9.0,13.0
7b0f65d848af0681e064d72f0d44e862,9f50216bfd01913736a55a11b55ea842,b70f6b5a22ff6a89a473176bce5c5f88,6ec400420639805823251b53496cd554,delivered,2018-08-07 16:34:00,2018-08-09 03:55:18,2018-08-09 14:20:00,2018-08-13 15:41:00,2018-08-28 00:00:00,7bc29f4b393ee06be9dec0116a12b4d2,7082,guarulhos,SP,03481cace568fd150210bc6eb7ed8f83,5,Excelente,"cabo de excelente qualidade, chegou dentro do prazo.",2018-08-14 00:00:00,2018-08-14 19:12:45,1.0,boleto,1.0,57.98,1,45.0,12.98,12020,taubate,SP,informatica_acessorios,27.0,645.0,2.0,125.0,18.0,3.0,11.0
7b2a6e3216a405943fc9e3acbff18cae,88cf19ec1fc2c58f161aee259d57142c,104b23439f7dc2291659a26f2237abdc,3d7c0b5ea6f05a405999e4621b1df53f,delivered,2018-08-17 14:54:00,2018-08-17 15:09:53,2018-08-20 14:59:00,2018-08-23 15:39:00,2018-09-20 00:00:00,5489b136a698126b54baccf463d71dd7,2310,sao paulo,SP,9f859569308b264c8c6bf6a0cacd7233,4,super recomendo,"Recebi antes do prazo estipulado,muito bom.",2018-08-24 00:00:00,2018-08-24 20:18:35,1.0,credit_card,4.0,215.71,1,200.0,15.71,13570,sao carlos,SP,portateis_casa_forno_e_cafe,57.0,1168.0,1.0,1700.0,30.0,10.0,30.0
7b9e46278112502bca6d6649e849fdf0,88cf19ec1fc2c58f161aee259d57142c,6fd7aad38ed11be7812e861b8947f7d4,82becb9786935b5880aad883239d6f98,delivered,2018-08-08 13:12:00,2018-08-09 03:45:26,2018-08-09 13:02:00,2018-08-13 18:03:00,2018-08-22 00:00:00,1270e6aadca40eec66377905fff931e2,81920,curitiba,PR,65d64436b2623546b1e39afa72de4b66,4,recomendo,gostei do produto,2018-08-14 00:00:00,2018-08-14 22:36:43,1.0,boleto,1.0,73.49,1,55.0,18.49,13570,sao carlos,SP,portateis_casa_forno_e_cafe,57.0,1123.0,2.0,450.0,32.0,11.0,11.0
7bdb28a55646012fb3348058d629d9bc,d23019c84ffae2d5ef2270367b8605fc,e391abb7236a94efed4fc9ac3b2d4b32,248f175ac1f88046ad4910e7e3533736,delivered,2018-08-06 22:08:00,2018-08-06 22:24:47,2018-08-07 16:24:00,2018-08-10 21:32:00,2018-08-16 00:00:00,3f409213293da6704d37b4868dd90c50,13482,limeira,SP,a13383998f64da079d78590e02fb3ed7,5,recomendo,Excelente agilidade na entrega!,2018-08-11 00:00:00,2018-08-12 01:26:29,1.0,credit_card,2.0,98.37,1,59.9,38.47,86073,londrina,PR,instrumentos_musicais,55.0,541.0,3.0,2750.0,103.0,12.0,17.0
7c1bd920dbdf22470b68bde975dd3ccf,cc419e0650a3c5ba77189a1882b7556a,0b8e4fe7f85610340424b314dc68c366,b204afb461c278e57b4d2edb8cc947e9,delivered,2018-08-16 12:07:00,2018-08-18 03:09:31,2018-08-20 08:26:00,2018-08-27 18:52:00,2018-09-04 00:00:00,14563a6aaf36dc1f7c63a9b45415b6b5,75340,hidrolandia,GO,ec5296057b600b646ddddf9258929145,5,Gracielma,Ótimo,2018-08-28 00:00:00,2018-08-29 10:14:34,1.0,boleto,1.0,74.5,1,58.99,15.51,9015,santo andre,SP,beleza_saude,59.0,492.0,2.0,200.0,22.0,10.0,18.0
7c1e2b3fa0233e46fb3bcdcb9919a72f,788e857f317e53de488d393e65a80f45,dcdf7dd18209c50593d1b6cdf2392e18,fd72e5a673c5b0cb41b16a6415e622ce,delivered,2018-08-07 08:12:00,2018-08-07 08:44:52,2018-08-07 13:46:00,2018-08-15 20:20:00,2018-09-03 00:00:00,e91806f87029b7c1a2c758317d93b8ba,22723,rio de janeiro,RJ,870ba63d5ee10cc6e0b41d2aadb93ee0,5,Recomendo,Excelente pasta. Superou minhas expectativas.,2018-08-16 00:00:00,2018-08-17 11:12:53,1.0,credit_card,2.0,133.53,1,110.0,23.53,8280,sao paulo,SP,papelaria,24.0,853.0,4.0,3150.0,53.0,4.0,43.0
7c1e2b3fa0233e46fb3bcdcb9919a72f,788e857f317e53de488d393e65a80f45,eea61355af8b855cb3b052efc66b588c,16954e328eb60c928b51850c43b50066,delivered,2018-08-07 16:28:00,2018-08-07 16:44:53,2018-08-09 16:12:00,2018-08-10 13:26:00,2018-08-14 00:00:00,191613585d1a037fdf560067edcd0527,18085,sorocaba,SP,36a765b072ea9cf83d63d174b325bcec,5,Muito bom,Ótimo produto e forma de recebimento.,2018-08-11 00:00:00,2018-08-13 16:42:06,1.0,credit_card,1.0,124.07,1,110.0,14.07,8280,sao paulo,SP,papelaria,24.0,853.0,4.0,3150.0,53.0,4.0,43.0
7c1e2b3fa0233e46fb3bcdcb9919a72f,788e857f317e53de488d393e65a80f45,0754d33c0d259d6851e811948048324a,5860b5d39dc0369205b146cbd32b50b6,delivered,2018-08-15 17:15:00,2018-08-15 17:25:21,2018-08-16 14:11:00,2018-08-17 21:47:00,2018-08-24 00:00:00,3505269571f6d50ac816db11161326df,6420,barueri,SP,ce57b21127876d49417df5df4e8a05f6,5,Muito bom,Entrega com rapidez ...obrigado pelo respeito ao cliente,2018-08-18 00:00:00,2018-08-19 01:27:47,1.0,credit_card,2.0,123.07,1,110.0,13.07,8280,sao paulo,SP,papelaria,24.0,853.0,4.0,3150.0,53.0,4.0,43.0
7c1ed5098b2fe8445fa6a4853da78c21,1b4b28463457a256e9a784ebe2a8f630,bd429f272e71ed50b0adf8defc8d24e1,9fd3cddab06fae6ecf593a31a3842263,delivered,2018-08-07 16:49:00,2018-08-09 03:50:22,2018-08-20 19:35:00,2018-08-21 20:18:00,2018-08-14 00:00:00,a5c3e82a63848cb08546796194121927,11065,santos,SP,7aa233fd42c2a8ec0d3b7da3336598f5,1,Decepção,"Infelizmente, virou regra no Brasil, o consumidor comprar, pagar e não receber o produto. Prazo tem que ser cumprido e, a responsabilidade é do vendedor.",2018-08-18 00:00:00,2018-08-20 02:22:10,1.0,boleto,1.0,715.34,1,699.42,15.92,13418,piracicaba,SP,automotivo,43.0,282.0,8.0,1550.0,31.0,24.0,24.0
7c433a3314f8ce018f386af369d96d61,508808d438fe2ff972ed13bb8f4a82e2,7595f9b8e070df43bea3c85e1e25d361,e3ac52398f15b521dd513e2bd1447813,delivered,2018-08-04 21:13:00,2018-08-04 21:30:11,2018-08-06 14:02:00,2018-08-09 15:03:00,2018-08-14 00:00:00,28599651e1e7a6d4ed173fca1f956009,8210,sao paulo,SP,c10d80738052c682f1891cc0a17eabe2,5,💥💥💥💥💥,OTIMO,2018-08-10 00:00:00,2018-08-13 11:15:36,1.0,credit_card,1.0,20.8,1,12.51,8.29,3963,sao paulo,SP,construcao_ferramentas_iluminacao,52.0,498.0,4.0,525.0,23.0,11.0,23.0
7c4a8bec217df1de0df2b5aaf8175b65,7040e82f899a04d1b434b795a43b4617,21fbb7ffe47d9cc3a504f6ac4ee24c9a,4875ee0c667adc19c074d48b862bae0d,delivered,2018-08-23 11:59:00,2018-08-23 12:15:19,2018-08-23 15:21:00,2018-08-28 17:33:00,2018-09-12 00:00:00,98656098821004280b916203db00398b,21550,rio de janeiro,RJ,444d9dcb28e9b964627314fe5873a1e1,1,Entrega incompleta ,"Fiz a compra de 2 aparelhos de mp3 e só chegou 1.
Mandei e-mail reclamando para que me enviasse o produto faltante ou a devolução do dinheiro mais não obtive resposta.",2018-08-29 00:00:00,2018-08-29 20:47:45,1.0,credit_card,1.0,60.26,2,14.9,15.23,1026,sao paulo,SP,audio,58.0,675.0,2.0,167.0,16.0,4.0,11.0
7c4a8bec217df1de0df2b5aaf8175b65,7040e82f899a04d1b434b795a43b4617,c5fd5386640ddd76adc482b72d24a02b,1317dfa9a96a4af1ad9bf06a6f12f1f5,delivered,2018-08-06 05:20:00,2018-08-06 05:35:14,2018-08-06 15:38:00,2018-08-08 13:41:00,2018-08-13 00:00:00,525eb1a84ca6c1c0df03dcafaf9c0afc,13183,hortolandia,SP,a5058af34c933689efe2e7096e8daa8f,5,Gostei,Entrega no prazo gostei muito do produto muito bom,2018-08-09 00:00:00,2018-08-09 17:18:52,3.0,voucher,1.0,5.79,1,14.9,7.39,1026,sao paulo,SP,audio,58.0,675.0,2.0,167.0,16.0,4.0,11.0
7c90d1f92845f3f2b566c81b55daf369,080102cd0a76b09e0dcf55fcacc60e05,52b7fa35b1e5c8bdea5869804dced415,de3375390ab39702b7268a2d01cb5e9c,delivered,2018-08-26 16:26:00,2018-08-26 16:44:53,2018-08-27 22:04:00,2018-08-30 21:05:00,2018-09-25 00:00:00,ba84da8c159659f116329563a0a981dd,25635,petropolis,RJ,9e25d6e3025e9b9a0fc7f03588d33e2b,1,Razoavel,Peço um produto por um código e vem outro totalmente diferente.,2018-08-31 00:00:00,2018-09-03 09:33:00,1.0,credit_card,1.0,94.63,1,76.0,18.63,31140,belo horizonte,MG,informatica_acessorios,59.0,111.0,1.0,300.0,50.0,5.0,20.0
7ca64c0215270be35559fa18afe2ed7a,3f3486b61f45078d4f31ee5e43d8c5bb,a97041e9aa36c525119520db08b537c1,aeec91875fccf4f111dfb8ebddb601c8,delivered,2018-08-15 20:53:00,2018-08-15 21:10:09,2018-08-20 07:37:00,2018-08-21 22:27:00,2018-08-20 00:00:00,eed7a47de7c4c7e68df016a38cf6aa53,6447,barueri,SP,254cb66d09898686c629226025c1b4b2,5,Entrega no prazo,Atendeu minha expectativa....recomendo!!!!,2018-08-22 00:00:00,2018-08-22 10:37:14,1.0,credit_card,6.0,440.17,1,369.9,70.27,3035,sao paulo,SP,moveis_escritorio,44.0,1077.0,7.0,11000.0,47.0,66.0,39.0
7d0b7e7fe3e96e047cacafa33a808bd7,951e8cef368f09bb3f3d03c00ca4702c,afd30106ec5fcdc91936dc9e8bdac2bb,81e6dcb18ef7a826576876d2f21756ab,delivered,2018-08-16 10:02:00,2018-08-16 10:15:17,2018-08-16 13:19:00,2018-08-24 19:22:00,2018-09-11 00:00:00,84e980ddc764302628d9be7734c5ced7,41820,salvador,BA,221001be05744e6d0e1a2418db44efc5,5,RECOMENDO,EXCELENTE,2018-08-25 00:00:00,2018-08-27 11:44:41,1.0,credit_card,6.0,126.84,1,39.99,23.43,14940,ibitinga,SP,cama_mesa_banho,49.0,120.0,1.0,750.0,34.0,18.0,44.0
7d0b7e7fe3e96e047cacafa33a808bd7,951e8cef368f09bb3f3d03c00ca4702c,f3f20a355feba5a3e09b1133932f992f,09b4d423124d6cecc21ae4e3ddb999e3,delivered,2018-08-14 14:14:00,2018-08-14 14:25:18,2018-08-15 12:53:00,2018-08-20 12:28:00,2018-08-29 00:00:00,d82b2672014abcdd65edf3b704f8043c,2259,sao paulo,SP,f3dfac5b9e33de6b4f5e804cb01b8392,5,excelente,o protuto chegou corretamente. eu recomendo as lojas lannister. muito obrigado...,2018-08-21 00:00:00,2018-08-23 02:38:13,1.0,credit_card,2.0,53.85,1,39.99,13.86,14940,ibitinga,SP,cama_mesa_banho,49.0,120.0,1.0,750.0,34.0,18.0,44.0
7dd3fec3502f7ef333da2a73e00db394,26d8a1c7c75d513045798992ead43aa2,909b69f5894c4b1a14264b64f98b4e10,ccfec7e88d306fcd3e0faa0ba235ac7b,delivered,2018-08-03 21:53:00,2018-08-03 22:05:14,2018-08-06 14:10:00,2018-08-21 17:14:00,2018-08-17 00:00:00,d892383aa36040299858ad9cc4bcee30,22770,rio de janeiro,RJ,8eaad086732cb5f9ec409f56209bd159,1,Muito Chateado com atraso,"Muito chateado em pagar 25 de frete 
e ao menos enviar no SEDEX 10..
ou algo parecido.

esperar quase 20 dias. e nada",2018-08-19 00:00:00,2018-08-21 15:12:04,1.0,credit_card,6.0,325.15,1,299.9,25.25,86800,apucarana,PR,perfumaria,54.0,391.0,3.0,479.0,21.0,15.0,17.0
7e6c4a0bf900e259f50ba63331fd2785,6560211a19b47992c3666cc44a7e94c0,0b5bc52b360d662aac171cf7ae46f187,c12fcf45432897dd8cb4c7f5455ef05a,delivered,2018-08-07 20:31:00,2018-08-09 03:45:11,2018-08-09 13:32:00,2018-08-10 13:28:00,2018-08-14 00:00:00,208f16046ce55e17da72af978f143458,12943,atibaia,SP,67b7e8a0a05a70257db05cf11944cb0f,5,Recomendo,"o produto é de boa qualidade e chegou no dia seguinte ao pagamento, recomendo ",2018-08-11 00:00:00,2018-08-13 13:54:36,1.0,boleto,1.0,82.79,1,75.0,7.79,5849,sao paulo,SP,relogios_presentes,59.0,755.0,2.0,250.0,16.0,2.0,11.0
7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,00b1861aeb89afa498404c684148a619,b8e531fc27d1abbe69022fc27589b3a1,delivered,2018-08-08 08:18:00,2018-08-08 08:30:14,2018-08-08 15:54:00,2018-08-15 15:12:00,2018-08-24 00:00:00,96e7f8f0dbefaa6e16563ac77d339bf0,21321,rio de janeiro,RJ,6a3b79897eba9ff0de829eb1570b98b3,3,falta de mercadoria,Esclareço que a entrega veio incompleta faltando 01 capa de chuva. solicito providências.,2018-08-16 00:00:00,2018-08-16 22:33:57,1.0,credit_card,2.0,98.24,1,25.79,23.33,86010,londrina,PR,automotivo,44.0,396.0,4.0,350.0,16.0,15.0,16.0
7ea3919d7abd2b09549543a2508e7b26,5656537e588803a555b8eb41f07a944b,035a721e5bfc1bc3f4e1ba0d7923cc84,fb701899863331f841d102ec35e0f4be,delivered,2018-08-10 11:16:00,2018-08-11 04:35:14,2018-08-13 14:53:00,2018-08-14 20:06:00,2018-08-15 00:00:00,2ff85a88d2a10e213a173eeb015e8d20,70855,brasilia,DF,00f4e871aa4c212a739df433c74353f9,5,Excelente!!,Produto chegou antes do prazo e era exatamente o que eu estava procurando,2018-08-15 00:00:00,2018-08-16 00:01:58,1.0,boleto,1.0,108.17,1,99.89,8.28,72015,brasilia,DF,informatica_acessorios,59.0,1196.0,3.0,220.0,18.0,15.0,16.0
7f448bfa91ff73554408e716ec1368db,c8cc60ffd415254af5d9b9f34f32c369,6a145a0bfebe28cf3c33bffdcc1be30a,2e85f736535c5bc4afcdc3c86b429eae,delivered,2018-08-15 17:47:00,2018-08-15 17:55:48,2018-08-16 15:07:00,2018-08-20 21:48:00,2018-09-03 00:00:00,3452ab2292e6f5f62bba6adf0904d0f2,36570,vicosa,MG,1ac8fa532c9bf87b482a89d738139868,5,..,..,2018-08-21 00:00:00,2018-08-24 01:10:05,1.0,credit_card,3.0,91.16,1,57.0,34.16,18053,sorocaba,SP,pet_shop,46.0,613.0,1.0,3550.0,48.0,12.0,24.0
